-0.2357,0.58835,-0,-0,-0.24254,-0.24254,-0.24254,-0,-0,0.58835,-0.24254,-0,0.58835,0.6,-0.24254,-0.24254,-0.24254,0.6,0.58835,-0,-0.24254,0.58835,-0,-0,-0.24254,-0.24254,-0.24254,-0,-0,0.58835,-0.24254,-0,0.58835,0.6,-0.14548,-0.14548,-0.24254,-0.24254,0.58835,-0,-0.24254,0.58835,-0,-0,-0.24254,-0.24254,-0.24254,-0,-0,0.58835,-0.24254,-0,0.58835,0.6,-0.24254,-0.24254
0.19612,0.2357,-0,-0,0.24254,0.24254,0.24254,-0,-0,0.2357,0.2357,-0,0.24254,0.2357,0.2357,0.24254,0.2357,0.2357,0.24254,-0,0.2357,0.2357,-0,-0,0.24254,0.24254,0.24254,-0,-0,0.2357,0.2357,-0,0.24254,0.2357,0.12991,0.14548,0.24254,0.2357,0.2357,-0,0.2357,0.2357,-0,-0,0.24254,0.24254,0.24254,-0,-0,0.2357,0.2357,-0,0.24254,0.2357,0.2357,0.2357
0.24254,-0,-0,0.2357,0.2357,0.24254,0.2357,0.2357,-0,-0,0.2357,-0,-0,-0,0.24254,0.24254,0.24254,-3.5388e-15,-0,-0,0.2357,-0,-0,0.2357,0.2357,0.24254,0.2357,0.2357,-0,-0,0.2357,0.2357,-0,-0,0.14548,0.14548,0.24254,0.24254,-0,-0,0.2357,-0,-0,0.2357,0.2357,0.24254,0.2357,0.2357,-0,-0,0.2357,0.2357,-0,-0,0.24254,0.24254
-0,-0,0.2357,0.2357,-0,-0,-0,0.2357,0.2357,-0,-0,0.2357,-0,-0,-0,-0,-0,-0,-0,0.2357,-0,-0,0.2357,0.2357,1.3878e-16,-0,-0,0.2357,0.2357,-0,-0,0.2357,-0,-0,-0,-0,-0,-0,-0,0.2357,-0,-0,0.2357,0.2357,-0,-0,-0,0.2357,0.2357,-0,-0,0.2357,-0,-0,-0,-0
-0,-0,0.2357,-0,-0,-0,-0,-0,0.2357,-0,-0,0.2357,6.7317e-17,-0,-0,-0,-0,-0,-0,0.2357,-0,-0,0.2357,-0,-0,-0,-0,-0,0.2357,-0,-0,-6.8327e-15,-0,-0,-0,-0,-0,-0,-0,0.2357,-0,-0,0.2357,-0,-0,-0,-0,-0,0.2357,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0.2357,-0,-0,-0,-0,-0,-0.2357,-0,-0,-0.2357,-6.7317e-17,-0,-0,-0,-0,-0,-0,-0.2357,-0,-0,-0.2357,-0,-0,-0,-0,-0,-0.2357,-0,-0,6.8327e-15,-0,-0,-0,-0,-0,-0,-0,-0.2357,-0,-0,-0.2357,-0,-0,-0,-0,-0,-0.2357,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0.2357,-0.2357,-0,-0,-0,-0.2357,-0.2357,-0,-0,-0.2357,-0,-0,-0,-0,-0,-0,-0,-0.2357,-0,-0,-0.2357,-0.2357,-1.3878e-16,-0,-0,-0.2357,-0.2357,-0,-0,-0.2357,-0,-0,-0,-0,-0,-0,-0,-0.2357,-0,-0,-0.2357,-0.2357,-0,-0,-0,-0.2357,-0.2357,-0,-0,-0.2357,-0,-0,-0,-0
-0.24254,-0,-0,-0.2357,-0.2357,-0.24254,-0.2357,-0.2357,-0,-0,-0.2357,-0,-0,-0.24254,-0.24254,-0.24254,-0.24254,-0.24254,-0,-0,-0.2357,-0,-0,-0.2357,-0.90914,-0.91381,-0.90914,-0.2357,-0,-0,-0.2357,-0.2357,-0,-0,-0.14548,-0.14548,-0.24254,-0.24254,-0,-0,-0.2357,-0,-0,-0.2357,-0.2357,-0.24254,-0.2357,-0.2357,-0,-0,-0.2357,-0.2357,-0,-0,-0.24254,-0.24254
-0.19612,-0.2357,-0,-0,-0.24254,-0.24254,-0.24254,-0,-0,-0.2357,-0.2357,-0,-0.2357,-0.2357,-0.24254,-0.24254,-0.24254,-0.2357,-0.2357,-0,-0.2357,-0.2357,-0,-0,-0.7093,-0.91381,-0.7093,-0,-0,-0.2357,-0.2357,-0,-0.24254,-0.2357,-0.12991,-0.14548,-0.24254,-0.2357,-0.2357,-0,-0.2357,-0.2357,-0,-0,-0.24254,-0.24254,-0.24254,-0,-0,-0.2357,-0.2357,-0,-0.24254,-0.2357,-0.2357,-0.2357
